index,country,year,ccode,start,end,duration,group_visit,group_order,group_id,global_id,leader,leader_id,office,url,last_accessed,meeting,note,Continent,cap_lat,cap_lng,distance
1,Kazakhstan,1998,KAZ,July 3 1998,July 4 1998,1,0,1,,Jiang Zemin|solo:1,Jiang Zemin,1,President,http://www.peopledaily.com.cn/item/ldhd/Jiangzm/1998/chufang/1998hasakesitan/cf0008.html,January 9 2022,Shanghai Cooperation Organization,NA,Asia,51.1472,71.4222,3663.3535123454000
2,Russian Federation,1998,RUS,November 22 1998,November 25 1998,3,1,1,2,Jiang Zemin|2,Jiang Zemin,1,President,https://www.fmprc.gov.cn/chn/pds/ziliao/1179/t5416.htm,January 9 2022,NA,NA,Europe,55.7506,37.6175,5809.313471098180
3,Japan,1998,JPN,November 25 1998,November 30 1998,5,1,2,2,Jiang Zemin|2,Jiang Zemin,1,President,http://www.peopledaily.com.cn/item/ldhd/Jiangzm/1998/chufang/1998eluosi/cf0367.html,January 9 2022,NA,NA,Asia,35.687,139.7495,2101.9517286556700
4,Italy,1999,ITA,March 20 1999,March 25 1999,5,1,1,3,Jiang Zemin|3,Jiang Zemin,1,President,http://www.peopledaily.com.cn/item/ldhd/Jiangzm/1999/chufang/1999yidali/cf0005.html,January 9 2022,NA,NA,Europe,41.8931,12.4828,8147.144457193310
5,Switzerland,1999,CHE,March 25 1999,March 27 1999,2,1,2,3,Jiang Zemin|3,Jiang Zemin,1,President,http://www.peopledaily.com.cn/item/ldhd/Jiangzm/1999/chufang/1999ruishi/cf0007.html,January 9 2022,NA,NA,Europe,46.948,7.4474,8096.719712342530
6,Austria,1999,AUT,March 27 1999,March 30 1999,3,1,3,3,Jiang Zemin|3,Jiang Zemin,1,President,http://www.peopledaily.com.cn/item/ldhd/Jiangzm/1999/chufang/1999aodili/cf0005.html,January 9 2022,NA,NA,Europe,48.2083,16.3725,7480.373935318700
7,Mongolia,1999,MNG,July 15 1999,July 17 1999,2,0,1,,Jiang Zemin|solo:7,Jiang Zemin,1,President,http://www.peopledaily.com.cn/item/ldhd/Jiangzm/1999/chufang/1999mengguo/cf0010.html,January 9 2022,NA,NA,Asia,47.9214,106.9055,1171.2328680849300
8,Thailand,1999,THA,September 2 1999,September 6 1999,4,1,1,5,Jiang Zemin|5,Jiang Zemin,1,President,http://www.chinanews.com.cn//1999-9-10/26/378.html,January 9 2022,NA,NA,Asia,13.7525,100.4942,3289.2821459423700
9,Australia,1999,AUS,September 6 1999,September 11 1999,5,1,2,5,Jiang Zemin|5,Jiang Zemin,1,President,http://www.chinanews.com.cn//1999-9-10/26/389.html,January 9 2022,NA,NA,Oceania,-35.2931,149.1269,8977.611306861190
10,New Zealand,1999,NZL,September 11 1999,September 16 1999,5,1,3,5,Jiang Zemin|5,Jiang Zemin,1,President,http://www.chinanews.com.cn//1999-9-17/26/1150.html,January 9 2022,Asia-Pacific Economic Cooperation,NA,Oceania,-41.2889,174.7772,10754.829316528500
11,United Kingdom,1999,GBR,October 18 1999,October 22 1999,4,1,1,6,Jiang Zemin|6,Jiang Zemin,1,President,http://www.people.com.cn/item/xwqrx/1999/10-25/a114.html,January 9 2022,NA,NA,Europe,51.5072,-0.1275,8162.979802551350
12,France,1999,FRA,October 22 1999,October 26 1999,4,1,2,6,Jiang Zemin|6,Jiang Zemin,1,President,http://www.peopledaily.com.cn/item/ldhd/Jiangzm/1999/chufang/1999ofy/ofy011.html,January 9 2022,NA,NA,Europe,48.8567,2.3522,8238.77077033595
13,Portugal,1999,PRT,October 26 1999,October 27 1999,1,1,3,6,Jiang Zemin|6,Jiang Zemin,1,President,http://www.people.com.cn/rmrb/199910/27/newfiles/col_19991027001001_ldxz.html,January 9 2022,NA,NA,Europe,38.7122,-9.134,9690.967143302890
14,Morocco,1999,MAR,October 27 1999,October 30 1999,3,1,4,6,Jiang Zemin|6,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/1999-10/31/GB/GM%5E18226%5E3%5EGM3-3103.HTM,January 9 2022,NA,NA,Africa,34.0209,-6.8416,9963.768407706260
15,Algeria,1999,DZA,October 30 1999,October 31 1999,1,1,5,6,Jiang Zemin|6,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/1999-10/31/GB/GM%5E18226%5E1%5EGM1-3105.HTM,January 9 2022,NA,NA,Africa,36.7325,3.0872,9132.03076734492
16,Saudi Arabia,1999,SAU,October 31 1999,November 3 1999,3,1,6,6,Jiang Zemin|6,Jiang Zemin,1,President,http://www.people.com.cn/item/jcfoyf/stalb.html,January 9 2022,NA,NA,Asia,24.65,46.71,6613.326978642350
17,Israel,2000,ISR,April 12 2000,April 18 2000,6,1,1,7,Jiang Zemin|7,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2000-04/13/GB/04%5E18389%5E0%5EGMA1-109.htm,January 9 2022,Visit to Palestine & Meeting with Mubarak in Egypt,NA,Asia,31.7789,35.2256,7135.937961700620
18,Turkey,2000,TUR,April 18 2000,April 21 2000,3,1,2,7,Jiang Zemin|7,Jiang Zemin,1,President,https://www.fmprc.gov.cn/chn/pds/ziliao/1179/t6365.htm,January 9 2022,NA,NA,Asia,39.93,32.85,6851.117849572520
19,Greece,2000,GRC,April 21 2000,April 24 2000,3,1,3,7,Jiang Zemin|7,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2000-04/22/GB/04%5E18398%5E0%5EGMA1-205.htm,January 9 2022,NA,NA,Europe,37.9842,23.7281,7634.910503329010
20,South Africa,2000,ZAF,April 24 2000,April 27 2000,3,1,4,7,Jiang Zemin|7,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2000-04/28/GB/04%5E18404%5E0%5EGMA1-210.htm,January 9 2022,NA,NA,Africa,-33.9253,18.4239,12945.448035849100
21,Tajikistan,2000,TJK,July 3 2000,July 5 2000,2,1,1,8,Jiang Zemin|8,Jiang Zemin,1,President,https://www.fmprc.gov.cn/chn/pds/wjdt/wsrc/t8337.htm,January 9 2022,Shanghai Cooperation Organization,NA,Asia,38.5367,68.78,4066.2957656649100
22,Turkmenistan,2000,TKM,July 5 2000,July 7 2000,2,1,2,8,Jiang Zemin|8,Jiang Zemin,1,President,https://www.fmprc.gov.cn/chn/pds/wjdt/wsrc/t8337.htm,January 9 2022,NA,NA,Asia,37.9375,58.38,4946.433228108020
23,Lao People's Dem.Rep,2000,LAO,November 11 2000,November 13 2000,2,1,1,9,Jiang Zemin|9,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2000-11/12/GB/11%5E18602%5E0%5EGMA1-112.htm,January 9 2022,NA,NA,Asia,17.98,102.63,2768.5919144738700
24,Cambodia,2000,KHM,November 13 2000,November 14 2000,1,1,2,9,Jiang Zemin|9,Jiang Zemin,1,President,http://news.cctv.com/lm/808/-1/59791.html,January 9 2022,NA,NA,Asia,11.5696,104.921,3337.2164557080500
25,Brunei Darussalam,2000,BRN,November 14 2000,November 18 2000,4,1,3,9,Jiang Zemin|9,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2000-11/19/GB/11%5E18609%5E0%5EGMA1-119.htm,January 9 2022,APEC Economic Leaders' Meeting,NA,Asia,4.8903,114.9422,3880.9315100913100
26,Chile,2001,CHL,April 5 2001,April 7 2001,2,1,1,10,Jiang Zemin|10,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2001-04/06/GB/04%5E18743%5E0%5EGMA1-009.htm,January 9 2022,NA,NA,Americas,-33.4372,-70.6506,19058.186758651200
27,Argentina,2001,ARG,April 7 2001,April 10 2001,3,1,2,10,Jiang Zemin|10,Jiang Zemin,1,President,http://www.people.com.cn/GB/shizheng/252/4929/4934/index.html,January 9 2022,NA,NA,Americas,-34.6036,-58.3814,19263.87548303640
28,Uruguay,2001,URY,April 10 2001,April 11 2001,1,1,3,10,Jiang Zemin|10,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2001-04/12/GB/04%5E18749%5E0%5EGMB4-105.htm,January 9 2022,NA,NA,Americas,-34.9056,-56.1842,19157.49858059300
29,Brazil,2001,BRA,April 11 2001,April 12 2001,1,1,4,10,Jiang Zemin|10,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2001-04/13/GB/04%5E18750%5E0%5EGMA1-117.htm,January 9 2022,NA,NA,Americas,-15.7939,-47.8828,16933.504942329000
30,Cuba,2001,CUB,April 12 2001,April 15 2001,3,1,5,10,Jiang Zemin|10,Jiang Zemin,1,President,http://zqb.cyol.com/content/2001-04/14/content_205517.htm,January 9 2022,NA,NA,Americas,23.1367,-82.3589,12760.233922349700
31,"Venezuela, Rep. Bol.",2001,VEN,April 15 2001,April 17 2001,2,1,6,10,Jiang Zemin|10,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2001-04/19/GB/04%5E18756%5E0%5EGMA1-108.htm,January 9 2022,NA,NA,Americas,10.4806,-66.9036,14415.649609297900
32,Russian Federation,2001,RUS,July 15 2001,July 18 2001,3,1,1,11,Jiang Zemin|11,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2001-07/16/01-EE79C5E2C626DD9348256A8A00805589.htm,January 9 2022,NA,NA,Europe,55.7506,37.6175,5809.313471098180
33,Belarus,2001,BLR,July 18 2001,July 19 2001,1,1,2,11,Jiang Zemin|11,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2001-07/20/03-E6162B64D60E6A7448256A8F00000A83.htm,January 9 2022,NA,NA,Europe,53.9006,27.5586,6485.518338341070
34,Moldova,2001,MDA,July 19 2001,July 20 2001,1,1,3,11,Jiang Zemin|11,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2001-07/20/01-0148DDDB45ACCA3748256A8E008161CD.htm,January 9 2022,NA,NA,Europe,47.0228,28.8353,6751.838267900130
35,Ukraine,2001,UKR,July 20 2001,July 23 2001,3,1,4,11,Jiang Zemin|11,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2001-07/21/01-E6EAC2658DF0C7C348256A9100377786.htm,January 9 2022,NA,NA,Europe,50.45,30.5233,6468.158011889340
36,Malta,2001,MLT,July 23 2001,July 25 2001,2,1,5,11,Jiang Zemin|11,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2001-07/24/01-BBC2E29B638DF81148256A9200819769.htm,January 9 2022,NA,NA,Europe,35.8983,14.5125,8430.036548150030
37,North Korea,2001,PRK,September 3 2001,September 5 2001,2,0,1,,Jiang Zemin|solo:37,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2001-09/04/01-03B76A597E3D81DC48256ABC008028F1.htm,January 9 2022,NA,NA,Asia,39.0167,125.7475,809.4641408419890
38,Myanmar,2001,MMR,December 12 2001,December 15 2001,3,0,1,,Jiang Zemin|solo:38,Jiang Zemin,1,President,http://www.xinhuanet.com//world/ztbd/jzmcfmd/index.htm,January 9 2022,NA,NA,Asia,16.795,96.16,3223.410875290340
39,Vietnam,2002,VNM,February 27 2002,March 1 2002,2,0,1,,Jiang Zemin|solo:39,Jiang Zemin,1,President,https://www.chinanews.com.cn/zhuanti/vietnam/,January 9 2022,NA,NA,Asia,21,105.85,2323.9538310795200
40,Germany,2002,DEU,April 8 2002,April 13 2002,5,1,1,15,Jiang Zemin|15,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2002-04/09/01-E5DED668DB68B33B48256B950080EB9C.htm,January 9 2022,NA,NA,Europe,52.52,13.405,7377.456964000470
41,Libya,2002,LBY,April 13 2002,April 14 2002,1,1,2,15,Jiang Zemin|15,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2002-04/14/02-CE21022E171803B648256B9B000889A8.htm,January 9 2022,NA,NA,Africa,32.8872,13.1914,8737.124144004230
42,Nigeria,2002,NGA,April 14 2002,April 16 2002,2,1,3,15,Jiang Zemin|15,Jiang Zemin,1,President,http://www.cntv.cn/lm/808/-1/59780.html,January 9 2022,NA,NA,Africa,9.0667,7.4833,10944.087061173900
43,Tunisia,2002,TUN,April 16 2002,April 18 2002,2,1,4,15,Jiang Zemin|15,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2002-04/17/01-F86D7D3D66A4C2E048256B9D00819AA6.htm,January 9 2022,NA,NA,Africa,36.8064,10.1817,8662.233505520430
44,"Iran, I.R. of",2002,IRN,April 18 2002,April 22 2002,4,1,5,15,Jiang Zemin|15,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2002-04/19/01-89AA0ABE580D074F48256B9F00813590.htm,January 9 2022,NA,NA,Asia,35.6889,51.3897,5617.704282097890
45,Latvia,2002,LVA,June 10 2002,June 12 2002,2,1,1,16,Jiang Zemin|16,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2002-06/11/01-F92F53DACE94E87B48256BD4008357D5.htm,January 9 2022,NA,NA,Europe,56.9475,24.1069,6534.461515076580
46,Estonia,2002,EST,June 12 2002,June 13 2002,1,1,2,16,Jiang Zemin|16,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2002-06/13/01-627334529D8082CE48256BD7000031EE.htm,January 9 2022,NA,NA,Europe,59.4372,24.7453,6382.290683021010
47,Iceland,2002,ISL,June 13 2002,June 16 2002,3,1,3,16,Jiang Zemin|16,Jiang Zemin,1,President,https://www.chinanews.com.cn/2002-06-14/26/194745.html,January 9 2022,NA,NA,Europe,64.1458,-21.9425,7904.928453292320
48,Lithuania,2002,LTU,June 16 2002,June 17 2002,1,1,4,16,Jiang Zemin|16,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2002-06/17/01-667A74115EE8943448256BDB00004824.htm,January 9 2022,NA,NA,Europe,54.6872,25.28,6580.358297121260
49,United States,2002,USA,October 22 2002,October 25 2002,3,0,1,,Jiang Zemin|solo:49,Jiang Zemin,1,President,https://www.gmw.cn/01gmrb/2002-10/23/01-828B9633E2F19B8148256C5A007F65DF.htm,January 9 2022,NA,NA,Americas,38.9047,-77.0163,11171.267620605200
50,Russian Federation,2003,RUS,May 26 2003,May 31 2003,5,1,1,18,Hu Jintao|18,Hu Jintao,2,President,https://www.fmprc.gov.cn/ce/cgkhb/chn/xwdt/xw2003s/t116175.htm,January 9 2022,Shanghai Cooperation Organization,NA,Europe,55.7506,37.6175,5809.313471098180
51,Kazakhstan,2003,KAZ,June 2 2003,June 4 2003,2,1,2,18,Hu Jintao|18,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2003-06/03/01-426D61D41846F7B248256D3900823E94.htm,January 9 2022,NA,NA,Asia,51.1472,71.4222,3663.3535123454000
52,Mongolia,2003,MNG,June 4 2003,June 5 2003,1,1,3,18,Hu Jintao|18,Hu Jintao,2,President,http://ar.chineseembassy.org/xwdt/200306/t20030606_4578698.htm,January 9 2022,NA,NA,Asia,47.9214,106.9055,1171.2328680849300
53,Thailand,2003,THA,October 17 2003,October 21 2003,4,1,1,19,Hu Jintao|19,Hu Jintao,2,President,https://www.fmprc.gov.cn/chn//pds/ziliao/zt/ywzt/zt2003/htaxapec/t32414.htm,January 9 2022,APEC Economic Leaders' Meeting,NA,Asia,13.7525,100.4942,3289.2821459423700
54,Australia,2003,AUS,October 22 2003,October 25 2003,3,1,2,19,Hu Jintao|19,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2003-10/23/01-93A295AE7B4E4E3248256DC70081F5A3.htm,January 9 2022,NA,NA,Oceania,-35.2931,149.1269,8977.611306861190
55,New Zealand,2003,NZL,October 25 2003,October 27 2003,2,1,3,19,Hu Jintao|19,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2003-10/28/01-3ECF1875138457A548256DCC00816C93.htm,January 9 2022,NA,NA,Oceania,-41.2889,174.7772,10754.829316528500
56,France,2004,FRA,January 26 2004,January 29 2004,3,1,1,20,Hu Jintao|20,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2004-01/28/02-9B3C46E90976CC8E48256E2900823A95.htm,January 9 2022,NA,NA,Europe,48.8567,2.3522,8238.77077033595
57,Egypt,2004,EGY,January 29 2004,February 1 2004,3,1,2,20,Hu Jintao|20,Hu Jintao,2,President,http://sa.china-embassy.org/xwdt/xw2003n3y/200408/t20040826_1993860.htm,January 9 2022,NA,NA,Africa,30.0444,31.2358,7560.1201357495400
58,Gabon,2004,GAB,February 1 2004,February 3 2004,2,1,3,20,Hu Jintao|20,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2004-02/02/01-C1E04353FB7FF19D48256E2D0080CB6D.htm,January 9 2022,NA,NA,Africa,0.3901,9.4544,11423.953910354800
59,Algeria,2004,DZA,February 3 2004,February 4 2004,1,1,4,20,Hu Jintao|20,Hu Jintao,2,President,https://www.mfa.gov.cn/ce/cebw//chn/zfgx/t61879.htm,January 9 2022,NA,NA,Africa,36.7325,3.0872,9132.03076734492
60,Poland,2004,POL,June 8 2004,June 10 2004,2,1,1,21,Hu Jintao|21,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2004-06/09/content_40670.htm,January 9 2022,NA,NA,Europe,52.23,21.0111,6960.073589530540
61,Hungary,2004,HUN,June 10 2004,June 12 2004,2,1,2,21,Hu Jintao|21,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2004-06/11/content_41938.htm,January 9 2022,NA,NA,Europe,47.4983,19.0408,7359.882605655540
62,Romania,2004,ROU,June 12 2004,June 14 2004,2,1,3,21,Hu Jintao|21,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2004-06/13/content_42833.htm,January 9 2022,NA,NA,Europe,44.4325,26.1039,7079.1663557559400
63,Uzbekistan,2004,UZB,June 14 2004,June 18 2004,4,1,4,21,Hu Jintao|21,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2004-06/15/content_43349.htm,January 9 2022,Shanghai Cooperation Organization,NA,Asia,41.3111,69.2797,3941.923515260980
64,Brazil,2004,BRA,November 11 2004,November 16 2004,5,1,1,22,Hu Jintao|22,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2004-11/13/content_131544.htm,January 9 2022,NA,NA,Americas,-15.7939,-47.8828,16933.504942329000
65,Argentina,2004,ARG,November 16 2004,November 18 2004,2,1,2,22,Hu Jintao|22,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2004-11/17/content_133021.htm,January 9 2022,NA,NA,Americas,-34.6036,-58.3814,19263.87548303640
66,Chile,2004,CHL,November 18 2004,November 22 2004,4,1,3,22,Hu Jintao|22,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2004-11/19/content_134512.htm,January 9 2022,APEC Economic Leaders' Meeting,NA,Americas,-33.4372,-70.6506,19058.186758651200
67,Cuba,2004,CUB,November 22 2004,November 23 2004,1,1,4,22,Hu Jintao|22,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2004-11/24/content_137173.htm,January 9 2022,NA,NA,Americas,23.1367,-82.3589,12760.233922349700
68,Brunei Darussalam,2005,BRN,April 20 2005,April 21 2005,1,1,1,23,Hu Jintao|23,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2005-04/21/content_219440_2.htm,January 9 2022,NA,NA,Asia,4.8903,114.9422,3880.9315100913100
69,Indonesia,2005,IDN,April 21 2005,April 26 2005,5,1,2,23,Hu Jintao|23,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2005-04/22/content_220342.htm,January 9 2022,Asian-African Conference,NA,Asia,-6.175,106.8275,5195.8095348361600
70,Philippines,2005,PHL,April 26 2005,April 28 2005,2,1,3,23,Hu Jintao|23,Hu Jintao,2,President,https://www.fmprc.gov.cn/chn/pds/ziliao/zt/ywzt/2005year/wcflysg/wzlcfzyxx/t193383.htm,January 9 2022,NA,NA,Asia,14.5958,120.9772,2839.8394695885400
71,Russian Federation,2005,RUS,June 30 2005,July 3 2005,3,1,1,24,Hu Jintao|24,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2005-07/01/content_261531.htm,January 9 2022,NA,NA,Europe,55.7506,37.6175,5809.313471098180
72,Kazakhstan,2005,KAZ,July 3 2005,July 6 2005,3,1,2,24,Hu Jintao|24,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2005-07/04/content_262697.htm,January 9 2022,Shanghai Cooperation Organization,NA,Asia,51.1472,71.4222,3663.3535123454000
73,Canada,2005,CAN,September 8 2005,September 11 2005,3,1,1,25,Hu Jintao|25,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2005-09/09/content_302186.htm,January 9 2022,NA,NA,Americas,45.4247,-75.695,10476.325449049400
74,Mexico,2005,MEX,September 11 2005,September 13 2005,2,1,2,25,Hu Jintao|25,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2005-09/12/content_303085.htm,January 9 2022,NA,NA,Americas,19.4333,-99.1333,12476.869047922800
75,North Korea,2005,PRK,October 28 2005,October 30 2005,2,0,1,,Hu Jintao|solo:75,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2005-10/29/content_323324.htm,January 9 2022,NA,NA,Asia,39.0167,125.7475,809.4641408419890
76,Vietnam,2005,VNM,October 31 2005,November 2 2005,2,0,1,,Hu Jintao|solo:76,Hu Jintao,2,President,http://www.gov.cn/ldhd/2005-10/31/content_87567.htm,January 9 2022,NA,NA,Asia,21,105.85,2323.9538310795200
77,United Kingdom,2005,GBR,November 8 2005,November 10 2005,2,1,1,28,Hu Jintao|28,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2005-11/09/content_328733.htm,January 9 2022,NA,NA,Europe,51.5072,-0.1275,8162.979802551350
78,Germany,2005,DEU,November 10 2005,November 13 2005,3,1,2,28,Hu Jintao|28,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2005-11/11/content_329810.htm,January 9 2022,NA,NA,Europe,52.52,13.405,7377.456964000470
79,Spain,2005,ESP,November 13 2005,November 15 2005,2,1,3,28,Hu Jintao|28,Hu Jintao,2,President,https://www.gmw.cn/01gmrb/2005-11/14/content_330473.htm,January 9 2022,NA,NA,Europe,40.4169,-3.7033,9244.891497656260
