index,country,year,ccode,start,end,duration,group_visit,group_order,group_id,global_id,leader,leader_id,office,url,last_accessed,meeting,note,Continent,cap_lat,cap_lng,distance
325,Tajikistan,2010,TJK,November 24 2010,November 25 2010,1,1,2,38,Wen Jiabao|38,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2010-11/25/content_1752859.htm,January 15 2022,Shanghai Cooperation Organization,NA,Asia,38.5367,68.78,4066.2957656649100
326,India,2010,IND,December 15 2010,December 17 2010,2,1,1,39,Wen Jiabao|39,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2010-12/15/content_1766361.htm,January 15 2022,NA,NA,Asia,28.6139,77.2089,3786.246614675140
327,Pakistan,2010,PAK,December 17 2010,December 19 2010,2,1,2,39,Wen Jiabao|39,Wen Jiabao,2,Premier,http://www.gov.cn/jrzg/2010-12/17/content_1768247.htm,January 15 2022,NA,NA,Asia,33.6931,73.0639,3890.363787500010
328,Malaysia,2011,MYS,April 27 2011,April 28 2011,1,1,1,40,Wen Jiabao|40,Wen Jiabao,2,Premier,http://www.gov.cn/jrzg/2011-04/27/content_1853633.htm,January 15 2022,NA,NA,Asia,3.1686,101.698,4330.660041896570
329,Indonesia,2011,IDN,April 28 2011,April 30 2011,2,1,2,40,Wen Jiabao|40,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2011-04/28/content_1854690.htm,January 15 2022,NA,NA,Asia,-6.175,106.8275,5195.8095348361600
330,Hungary,2011,HUN,June 24 2011,June 25 2011,1,1,1,41,Wen Jiabao|41,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2011-06/24/content_1892303.htm,January 15 2022,NA,NA,Europe,47.4983,19.0408,7359.882605655540
331,United Kingdom,2011,GBR,June 25 2011,June 27 2011,2,1,2,41,Wen Jiabao|41,Wen Jiabao,2,Premier,http://www.gov.cn/jrzg/2011-06/26/content_1892896.htm,January 15 2022,NA,NA,Europe,51.5072,-0.1275,8162.979802551350
332,Germany,2011,DEU,June 27 2011,June 28 2011,1,1,3,41,Wen Jiabao|41,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2011-06/28/content_1894412.htm,January 15 2022,NA,NA,Europe,52.52,13.405,7377.456964000470
333,Brunei Darussalam,2011,BRN,November 20 2011,November 21 2011,1,0,1,,Wen Jiabao|solo:333,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2011-11/20/content_1998625.htm,January 15 2022,NA,NA,Asia,4.8903,114.9422,3880.9315100913100
334,Nepal,2012,NPL,January 14 2012,January 14 2012,1,1,1,43,Wen Jiabao|43,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-01/15/content_2044514.htm,January 15 2022,NA,NA,Asia,27.71,85.32,3158.6804807292900
335,Saudi Arabia,2012,SAU,January 14 2012,January 16 2012,2,1,2,43,Wen Jiabao|43,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-01/15/content_2044505.htm,January 15 2022,NA,NA,Asia,24.65,46.71,6613.326978642350
336,United Arab Emirates,2012,ARE,January 16 2012,January 18 2012,2,1,3,43,Wen Jiabao|43,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-01/16/content_2045565.htm,January 15 2022,NA,NA,Asia,24.4667,54.3667,5972.897868673700
337,Qatar,2012,QAT,January 18 2012,January 19 2012,1,1,4,43,Wen Jiabao|43,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-01/18/content_2048212.htm,January 15 2022,NA,NA,Asia,25.2867,51.5333,6165.652966109280
338,Iceland,2012,ISL,April 20 2012,April 22 2012,2,1,1,44,Wen Jiabao|44,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-04/20/content_2118747.htm,January 15 2022,NA,NA,Europe,64.1458,-21.9425,7904.928453292320
339,Sweden,2012,SWE,April 23 2012,April 25 2012,2,1,2,44,Wen Jiabao|44,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-04/24/content_2120973.htm,January 15 2022,NA,NA,Europe,59.3275,18.0547,6727.27988015943
340,Poland,2012,POL,April 25 2012,April 27 2012,2,1,3,44,Wen Jiabao|44,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-04/25/content_2123530.htm,January 15 2022,NA,NA,Europe,52.23,21.0111,6960.073589530540
341,Brazil,2012,BRA,June 20 2012,June 22 2012,2,1,1,45,Wen Jiabao|45,Wen Jiabao,2,Premier,http://www.gov.cn/jrzg/2012-06/21/content_2166493.htm,January 15 2022,Earth Summit,NA,Americas,-15.7939,-47.8828,16933.504942329000
342,Uruguay,2012,URY,June 22 2012,June 23 2012,1,1,2,45,Wen Jiabao|45,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-06/23/content_2167753.htm,January 15 2022,NA,NA,Americas,-34.9056,-56.1842,19157.49858059300
343,Argentina,2012,ARG,June 23 2012,June 25 2012,2,1,3,45,Wen Jiabao|45,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-06/24/content_2168087.htm,January 15 2022,NA,NA,Americas,-34.6036,-58.3814,19263.87548303640
344,Chile,2012,CHL,June 25 2012,June 26 2012,1,1,4,45,Wen Jiabao|45,Wen Jiabao,2,Premier,https://epaper.gmw.cn/gmrb/html/2012-06/27/nw.D110000gmrb_20120627_2-02.htm,January 15 2022,NA,NA,Americas,-33.4372,-70.6506,19058.186758651200
345,Belgium,2012,BEL,September 19 2012,September 20 2012,1,0,1,,Wen Jiabao|solo:345,Wen Jiabao,2,Premier,http://www.gov.cn/jrzg/2012-09/20/content_2228828.htm,January 16 2022,China-EU Summit,NA,Europe,50.8467,4.3525,7983.3477348804
346,Lao People's Dem.Rep,2012,LAO,November 4 2012,November 6 2012,2,0,1,,Wen Jiabao|solo:346,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-11/04/content_2257461.htm,January 16 2022,Asia-Europe Meeting,NA,Asia,17.98,102.63,2768.5919144738700
347,Cambodia,2012,KHM,November 18 2012,November 20 2012,2,1,1,48,Wen Jiabao|48,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-11/18/content_2269191.htm,January 16 2022,ASEAN,NA,Asia,11.5696,104.921,3337.2164557080500
348,Thailand,2012,THA,November 20 2012,November 21 2012,1,1,2,48,Wen Jiabao|48,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-11/20/content_2271626.htm,January 16 2022,NA,NA,Asia,13.7525,100.4942,3289.2821459423700
349,Kyrgyz Republic,2012,KGZ,December 4 2012,December 5 2012,1,1,1,49,Wen Jiabao|49,Wen Jiabao,2,Premier,http://www.gov.cn/jrzg/2012-12/04/content_2282342.htm,January 16 2022,Shanghai Cooperation Organization,NA,Asia,42.8667,74.5667,3479.038913487960
350,Russian Federation,2012,RUS,December 5 2012,December 6 2012,1,1,2,49,Wen Jiabao|49,Wen Jiabao,2,Premier,http://www.gov.cn/ldhd/2012-12/06/content_2283576.htm,January 16 2022,NA,NA,Europe,55.7506,37.6175,5809.313471098180
351,India,2013,IND,May 19 2013,May 22 2013,3,1,1,50,Li Keqiang|50,Li Keqiang,3,Premier,http://www.gov.cn/ldhd/2013-05/19/content_2406280.htm,January 16 2022,NA,NA,Asia,28.6139,77.2089,3786.246614675140
352,Pakistan,2013,PAK,May 22 2013,May 23 2013,1,1,2,50,Li Keqiang|50,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2013-05/22/content_2591478.htm,January 16 2022,NA,NA,Asia,33.6931,73.0639,3890.363787500010
353,Switzerland,2013,CHE,May 23 2013,May 25 2013,2,1,3,50,Li Keqiang|50,Li Keqiang,3,Premier,http://www.gov.cn/ldhd/2013-05/24/content_2410147.htm,January 16 2022,NA,NA,Europe,46.948,7.4474,8096.719712342530
354,Germany,2013,DEU,May 25 2013,May 27 2013,2,1,4,50,Li Keqiang|50,Li Keqiang,3,Premier,http://www.gov.cn/ldhd/2013-05/26/content_2411401.htm,January 16 2022,NA,NA,Europe,52.52,13.405,7377.456964000470
355,Brunei Darussalam,2013,BRN,October 9 2013,October 11 2013,2,1,1,51,Li Keqiang|51,Li Keqiang,3,Premier,http://www.gov.cn/ldhd/2013-10/09/content_2502988.htm,January 16 2022,ASEAN,NA,Asia,4.8903,114.9422,3880.9315100913100
356,Thailand,2013,THA,October 11 2013,October 13 2013,2,1,2,51,Li Keqiang|51,Li Keqiang,3,Premier,http://www.gov.cn/ldhd/2013-10/11/content_2504576.htm,January 16 2022,NA,NA,Asia,13.7525,100.4942,3289.2821459423700
357,Vietnam,2013,VNM,October 13 2013,October 15 2013,2,1,3,51,Li Keqiang|51,Li Keqiang,3,Premier,http://www.gov.cn/ldhd/2013-10/13/content_2505917.htm,January 16 2022,NA,NA,Asia,21,105.85,2323.9538310795200
358,Romania,2013,ROU,November 25 2013,November 28 2013,3,0,1,,Li Keqiang|solo:358,Li Keqiang,3,Premier,http://www.gov.cn/ldhd/2013-11/25/content_2534287.htm,January 16 2022,Cooperation between China and Central and Eastern European Countries,NA,Europe,44.4325,26.1039,7079.1663557559400
359,Ethiopia,2014,ETH,May 4 2014,May 6 2014,2,1,1,53,Li Keqiang|53,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2014-05/04/content_2671246.htm,January 16 2022,NA,NA,Africa,9.03,38.74,8321.79811036877
360,Nigeria,2014,NGA,May 6 2014,May 8 2014,2,1,2,53,Li Keqiang|53,Li Keqiang,3,Premier,https://www.fmprc.gov.cn/ce/cgsf/chn/zgxw/t1153281.htm,January 16 2022,World Economic Forum on Africa,NA,Africa,9.0667,7.4833,10944.087061173900
361,Angola,2014,AGO,May 8 2014,May 9 2014,1,1,3,53,Li Keqiang|53,Li Keqiang,3,Premier,https://www.fmprc.gov.cn/chn/pds/wjb/zzjg/fzs/xwlb/t1154143.htm,January 16 2022,NA,NA,Africa,-8.8383,13.2344,11760.442844554200
362,Kenya,2014,KEN,May 9 2014,May 11 2014,2,1,4,53,Li Keqiang|53,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2014-05/11/nw.D110000gmrb_20140511_5-03.htm,January 16 2022,NA,NA,Africa,-1.2864,36.8172,9215.640061220100
363,United Kingdom,2014,GBR,June 16 2014,June 19 2014,3,1,1,54,Li Keqiang|54,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2014-06/17/content_2701993.htm,January 16 2022,NA,NA,Europe,51.5072,-0.1275,8162.979802551350
364,Greece,2014,GRC,June 19 2014,June 21 2014,2,1,2,54,Li Keqiang|54,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2014-06/19/content_2704586.htm,January 16 2022,NA,NA,Europe,37.9842,23.7281,7634.910503329010
365,Germany,2014,DEU,October 9 2014,October 12 2014,3,1,1,55,Li Keqiang|55,Li Keqiang,3,Premier,https://www.mfa.gov.cn/ce/cohk/chn/xwdt/wsyw/t1199141.htm,January 16 2022,NA,NA,Europe,52.52,13.405,7377.456964000470
366,Russian Federation,2014,RUS,October 12 2014,October 14 2014,2,1,2,55,Li Keqiang|55,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2014-10/12/content_2763559.htm,January 16 2022,NA,NA,Europe,55.7506,37.6175,5809.313471098180
367,Italy,2014,ITA,October 14 2014,October 18 2014,4,1,3,55,Li Keqiang|55,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2014-10/15/nw.D110000gmrb_20141015_1-03.htm,January 16 2022,Asia-Europe Meeting,NA,Europe,41.8931,12.4828,8147.144457193310
368,Myanmar,2014,MMR,November 12 2014,November 14 2014,2,0,1,,Li Keqiang|solo:368,Li Keqiang,3,Premier,http://www.gov.cn/xinwen/2014-11/13/content_2777635.htm,January 16 2022,ASEAN,NA,Asia,16.795,96.16,3223.410875290340
369,Kazakhstan,2014,KAZ,December 14 2014,December 15 2014,1,1,1,57,Li Keqiang|57,Li Keqiang,3,Premier,http://www.gov.cn/xinwen/2014-12/15/content_2791072.htm,January 16 2022,Shanghai Cooperation Organization,NA,Asia,51.1472,71.4222,3663.3535123454000
370,"Serbia, Republic of",2014,SRB,December 15 2014,December 18 2014,3,1,2,57,Li Keqiang|57,Li Keqiang,3,Premier,http://politics.people.com.cn/n/2014/1216/c1001-26216301.html,January 16 2022,Cooperation between China and Central and Eastern European Countries,NA,Europe,44.8178,20.4569,7434.461504011140
371,Switzerland,2015,CHE,January 20 2015,January 22 2015,2,0,1,,Li Keqiang|solo:371,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2015-01/21/nw.D110000gmrb_20150121_1-03.htm,January 16 2022,Davos,NA,Europe,46.948,7.4474,8096.719712342530
372,Brazil,2015,BRA,May 18 2015,May 21 2015,3,1,1,59,Li Keqiang|59,Li Keqiang,3,Premier,http://www.gov.cn/xinwen/2015-05/19/content_2864546.htm,January 16 2022,NA,NA,Americas,-15.7939,-47.8828,16933.504942329000
373,Colombia,2015,COL,May 21 2015,May 22 2015,1,1,2,59,Li Keqiang|59,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2015-05/23/nw.D110000gmrb_20150523_3-03.htm,January 16 2022,NA,NA,Americas,4.7111,-74.0722,14949.90477153140
374,Peru,2015,PER,May 22 2015,May 24 2015,2,1,3,59,Li Keqiang|59,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2015-05/23/content_2867386.htm,January 16 2022,NA,NA,Americas,-12.06,-77.0375,16651.248014204600
375,Chile,2015,CHL,May 24 2015,May 26 2015,2,1,4,59,Li Keqiang|59,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2015-05/26/nw.D110000gmrb_20150526_1-03.htm,January 16 2022,NA,NA,Americas,-33.4372,-70.6506,19058.186758651200
376,France,2015,FRA,June 29 2015,July 2 2015,3,0,1,,Li Keqiang|solo:376,Li Keqiang,3,Premier,http://www.gov.cn/xinwen/2015-06/30/content_2887293.htm,January 16 2022,NA,NA,Europe,48.8567,2.3522,8238.77077033595
377,"Korea, Republic of",2015,KOR,October 31 2015,November 2 2015,2,0,1,,Li Keqiang|solo:377,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2015-11/01/nw.D110000gmrb_20151101_5-03.htm,January 16 2022,China-Japan-South Korea Trilateral Summit,NA,Asia,37.5667,126.9833,954.7917254354350
378,Malaysia,2015,MYS,November 20 2015,November 23 2015,3,0,1,,Li Keqiang|solo:378,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2015-11/21/nw.D110000gmrb_20151121_1-03.htm,January 16 2022,ASEAN,NA,Asia,3.1686,101.698,4330.660041896570
379,Mongolia,2016,MNG,July 13 2016,July 16 2016,3,0,1,,Li Keqiang|solo:379,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2016-07/13/content_5090962.htm,January 16 2022,Asia-Europe Meeting,NA,Asia,47.9214,106.9055,1171.2328680849300
380,Lao People's Dem.Rep,2016,LAO,September 6 2016,September 9 2016,3,0,1,,Li Keqiang|solo:380,Li Keqiang,3,Premier,http://www.gov.cn/xinwen/2016-09/07/content_5106084.htm,January 16 2022,ASEAN,NA,Asia,17.98,102.63,2768.5919144738700
381,Canada,2016,CAN,September 21 2016,September 24 2016,3,1,1,65,Li Keqiang|65,Li Keqiang,3,Premier,https://www.fmprc.gov.cn/ce/cgsf/chn/zgxw/t1399456.htm,January 16 2022,NA,NA,Americas,45.4247,-75.695,10476.325449049400
382,Cuba,2016,CUB,September 24 2016,September 26 2016,2,1,2,65,Li Keqiang|65,Li Keqiang,3,Premier,http://www.gov.cn/xinwen/2016-09/25/content_5111837.htm,January 16 2022,NA,NA,Americas,23.1367,-82.3589,12760.233922349700
383,Kyrgyz Republic,2016,KGZ,November 2 2016,November 3 2016,1,1,1,66,Li Keqiang|66,Li Keqiang,3,Premier,http://politics.people.com.cn/n1/2016/1101/c1001-28825571.html,January 16 2022,Shanghai Cooperation Organization,NA,Asia,42.8667,74.5667,3479.038913487960
384,Kazakhstan,2016,KAZ,November 3 2016,November 4 2016,1,1,2,66,Li Keqiang|66,Li Keqiang,3,Premier,https://www.fmprc.gov.cn/ce/ceka/chn/zhgx/t1412685.htm,January 16 2022,NA,NA,Asia,51.1472,71.4222,3663.3535123454000
385,Latvia,2016,LVA,November 4 2016,November 6 2016,2,1,3,66,Li Keqiang|66,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2016-11/05/nw.D110000gmrb_20161105_8-02.htm,January 16 2022,Cooperation between China and Central and Eastern European Countries,NA,Europe,56.9475,24.1069,6534.461515076580
386,Russian Federation,2016,RUS,November 6 2016,November 8 2016,2,1,4,66,Li Keqiang|66,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2016-11/07/content_5129708.htm,January 16 2022,NA,NA,Europe,55.7506,37.6175,5809.313471098180
387,Australia,2017,AUS,March 22 2017,March 26 2017,4,1,1,67,Li Keqiang|67,Li Keqiang,3,Premier,https://news.gmw.cn/2017-03/23/content_24035598.htm,January 16 2022,NA,NA,Oceania,-35.2931,149.1269,8977.611306861190
388,New Zealand,2017,NZL,March 26 2017,March 29 2017,3,1,2,67,Li Keqiang|67,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2017-03/27/nw.D110000gmrb_20170327_2-03.htm,January 16 2022,NA,NA,Oceania,-41.2889,174.7772,10754.829316528500
389,Germany,2017,DEU,May 31 2017,June 1 2017,1,1,1,68,Li Keqiang|68,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2017-06/01/nw.D110000gmrb_20170601_1-03.htm,January 16 2022,NA,NA,Europe,52.52,13.405,7377.456964000470
390,Belgium,2017,BEL,June 1 2017,June 2 2017,1,1,2,68,Li Keqiang|68,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2017-06/03/nw.D110000gmrb_20170603_1-02.htm,January 16 2022,China-EU Summit,NA,Europe,50.8467,4.3525,7983.3477348804
391,Philippines,2017,PHL,November 12 2017,November 16 2017,4,0,1,,Li Keqiang|solo:391,Li Keqiang,3,Premier,http://china.chinadaily.com.cn/2017-11/13/content_34462487.htm,January 16 2022,ASEAN,NA,Asia,14.5958,120.9772,2839.8394695885400
392,Hungary,2017,HUN,November 26 2017,November 29 2017,3,0,1,,Li Keqiang|solo:392,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2017-11/27/nw.D110000gmrb_20171127_1-03.htm,January 16 2022,Cooperation between China and Central and Eastern European Countries,NA,Europe,47.4983,19.0408,7359.882605655540
393,Cambodia,2018,KHM,January 10 2018,January 11 2018,1,0,1,,Li Keqiang|solo:393,Li Keqiang,3,Premier,https://epaper.gmw.cn/gmrb/html/2018-01/11/nw.D110000gmrb_20180111_1-03.htm,January 16 2022,Lancang-Mekong Cooperation,NA,Asia,11.5696,104.921,3337.2164557080500
394,Indonesia,2018,IDN,May 6 2018,May 8 2018,2,1,1,72,Li Keqiang|72,Li Keqiang,3,Premier,https://news.gmw.cn/2018-05/07/content_28654748.htm,January 16 2022,NA,NA,Asia,-6.175,106.8275,5195.8095348361600
395,Japan,2018,JPN,May 8 2018,May 11 2018,3,1,2,72,Li Keqiang|72,Li Keqiang,3,Premier,https://politics.gmw.cn/2018-05/09/content_28693444.htm,January 16 2022,China-Japan-South Korea Trilateral Summit,NA,Asia,35.687,139.7495,2101.9517286556700
396,Bulgaria,2018,BGR,July 5 2018,July 8 2018,3,1,1,73,Li Keqiang|73,Li Keqiang,3,Premier,https://news.gmw.cn/2018-07/06/content_29695709.htm,January 16 2022,Cooperation between China and Central and Eastern European Countries,NA,Europe,42.6979,23.3217,7371.9439515947200
397,Germany,2018,DEU,July 8 2018,July 10 2018,2,1,2,73,Li Keqiang|73,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2018-07/09/content_5304827.htm,January 16 2022,NA,NA,Europe,52.52,13.405,7377.456964000470
398,Tajikistan,2018,TJK,October 11 2018,October 14 2018,3,1,1,74,Li Keqiang|74,Li Keqiang,3,Premier,http://www.gov.cn/xinwen/2018-10/12/content_5329748.htm,January 16 2022,Shanghai Cooperation Organization,NA,Asia,38.5367,68.78,4066.2957656649100
399,Netherlands,2018,NLD,October 14 2018,October 16 2018,2,1,2,74,Li Keqiang|74,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2018-10/14/content_5330706.htm,January 16 2022,NA,NA,Europe,52.3728,4.8936,7843.416444963650
400,Belgium,2018,BEL,October 16 2018,October 19 2018,3,1,3,74,Li Keqiang|74,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2018-10/17/content_5331653.htm,January 16 2022,Asia-Europe Meeting,NA,Europe,50.8467,4.3525,7983.3477348804
401,Singapore,2018,SGP,November 12 2018,November 16 2018,4,0,1,,Li Keqiang|solo:401,Li Keqiang,3,Premier,http://www.gov.cn/guowuyuan/2018-11/12/content_5339664.htm,January 16 2022,ASEAN,NA,Asia,1.3,103.8,4461.914565010560
402,Croatia,2019,HRV,April 9 2019,April 12 2019,3,0,1,,Li Keqiang|solo:402,Li Keqiang,3,Premier,http://www.xinhuanet.com/politics/leaders/2019-04/10/c_1124345723.htm,January 16 2022,Cooperation between China and Central and Eastern European Countries,NA,Europe,45.8131,15.9772,7659.318901980550
403,Russian Federation,2019,RUS,September 16 2019,September 18 2019,2,0,1,,Li Keqiang|solo:403,Li Keqiang,3,Premier,http://www.xinhuanet.com/politics/leaders/2019-09/16/c_1125002379.htm,January 16 2022,NA,NA,Europe,55.7506,37.6175,5809.313471098180
404,Uzbekistan,2019,UZB,November 1 2019,November 2 2019,1,1,1,78,Li Keqiang|78,Li Keqiang,3,Premier,http://www.gov.cn/xinwen/2019-11/02/content_5447851.htm,January 16 2022,Shanghai Cooperation Organization,NA,Asia,41.3111,69.2797,3941.923515260980
405,Thailand,2019,THA,November 2 2019,November 5 2019,3,1,2,78,Li Keqiang|78,Li Keqiang,3,Premier,http://www.xinhuanet.com/politics/leaders/2019-11/02/c_1125185416.htm,January 16 2022,ASEAN,NA,Asia,13.7525,100.4942,3289.2821459423700
