city,measure,price,category
San Diego,1B Apt Outside of Centre,2391.41,Rent
San Diego,3B Apt in City Centre,4876.47,Rent
San Diego,3B Apt in Outside of Centre,4200,Rent
San Diego,750 sq ft Apt in City Centre,576772.5,Own Property
San Diego,750 sq ft Apt Outside of Centre,453187.5,Own Property
Denver,Inexpensive Restaurant Meal,20,Dining Out
Denver,Mid-range Restaurant Meal for 2,80,Dining Out
Denver,McMeal at McDonalds,11.25,Dining Out
Denver,Regular Cappuccino,5.72,Dining Out
Denver,Milk (1 gallon),4.18,Grocery
Denver,Eggs (12),4.27,Grocery
Denver,Local Cheese (1 lb),6.02,Meat & Cheese
Denver,Chicken Fillets (1 lb),6.12,Meat & Cheese
Denver,Beef Round (1 lb),7.86,Meat & Cheese
Denver,Mid-Range Wine,16,Alcohol & Cigarette
Denver,Domestic Beer (0.5 L),2.06,Alcohol & Cigarette
Denver,Imported Beer (12 oz),3.88,Alcohol & Cigarette
Denver,Marlboro (20 Pack),10,Alcohol & Cigarette
Denver,Monthly Transit Pass,100,Monthly Cost
Denver,Gasoline (13.2 gallons),45.01,Monthly Cost
Denver,Volkswagen Golf 1.4,36029.12,Own Property
Denver,Toyota Corolla Sedan,27734.72,Own Property
Denver,Internet (60 Mbps or More),72.42,Monthly Cost
Denver,Monthly Gym Fee (1 Adult),67,Monthly Cost
Denver,Levis 501 Jeans,52.86,Clothing
Denver,Summer Dress in a Chain Store,47.78,Clothing
Denver,Nike Running Shoes,86.46,Clothing
Denver,Men Leather Business Shoes,106.47,Clothing
Denver,1B Apt in City Centre,2127.73,Rent
Denver,1B Apt Outside of Centre,1708.1,Rent
Denver,3B Apt in City Centre,3629.92,Rent
Denver,3B Apt in Outside of Centre,3013.4,Rent
Denver,750 sq ft Apt in City Centre,315802.5,Own Property
Denver,750 sq ft Apt Outside of Centre,273555,Own Property
Minneapolis,Inexpensive Restaurant Meal,20,Dining Out
Minneapolis,Mid-range Restaurant Meal for 2,77.5,Dining Out
Minneapolis,McMeal at McDonalds,10,Dining Out
Minneapolis,Regular Cappuccino,5.68,Dining Out
Minneapolis,Milk (1 gallon),3.7,Grocery
Minneapolis,Eggs (12),3.62,Grocery
Minneapolis,Local Cheese (1 lb),5.33,Meat & Cheese
Minneapolis,Chicken Fillets (1 lb),6.4,Meat & Cheese
Minneapolis,Beef Round (1 lb),7.58,Meat & Cheese
Minneapolis,Mid-Range Wine,15,Alcohol & Cigarette
Minneapolis,Domestic Beer (0.5 L),2.13,Alcohol & Cigarette
Minneapolis,Imported Beer (12 oz),3.91,Alcohol & Cigarette
Minneapolis,Marlboro (20 Pack),10,Alcohol & Cigarette
Minneapolis,Monthly Transit Pass,90,Monthly Cost
Minneapolis,Gasoline (13.2 gallons),45.54,Monthly Cost
Minneapolis,Volkswagen Golf 1.4,32946,Own Property
Minneapolis,Toyota Corolla Sedan,25926.47,Own Property
Minneapolis,Internet (60 Mbps or More),65.32,Monthly Cost
Minneapolis,Monthly Gym Fee (1 Adult),30,Monthly Cost
Minneapolis,Levis 501 Jeans,60.58,Clothing
Minneapolis,Summer Dress in a Chain Store,45,Clothing
Minneapolis,Nike Running Shoes,91,Clothing
Minneapolis,Men Leather Business Shoes,121.25,Clothing
Minneapolis,1B Apt in City Centre,1629.62,Rent
Minneapolis,1B Apt Outside of Centre,1197.69,Rent
Minneapolis,3B Apt in City Centre,2657.73,Rent
Minneapolis,3B Apt in Outside of Centre,1858.89,Rent
Minneapolis,750 sq ft Apt in City Centre,228067.5,Own Property
Minneapolis,750 sq ft Apt Outside of Centre,175312.5,Own Property
Baltimore,Inexpensive Restaurant Meal,17,Dining Out
Baltimore,Mid-range Restaurant Meal for 2,77.5,Dining Out
Baltimore,McMeal at McDonalds,9,Dining Out
Baltimore,Regular Cappuccino,4.72,Dining Out
Baltimore,Milk (1 gallon),3.4,Grocery
Baltimore,Eggs (12),4.56,Grocery
Baltimore,Local Cheese (1 lb),4.13,Meat & Cheese
Baltimore,Chicken Fillets (1 lb),3.9,Meat & Cheese
Baltimore,Beef Round (1 lb),6.1,Meat & Cheese
Baltimore,Mid-Range Wine,11.87,Alcohol & Cigarette
Baltimore,Domestic Beer (0.5 L),1.73,Alcohol & Cigarette
Baltimore,Imported Beer (12 oz),4.21,Alcohol & Cigarette
Baltimore,Marlboro (20 Pack),12,Alcohol & Cigarette
Baltimore,Monthly Transit Pass,77,Monthly Cost
Baltimore,Gasoline (13.2 gallons),45.54,Monthly Cost
Baltimore,Volkswagen Golf 1.4,25300,Own Property
Baltimore,Toyota Corolla Sedan,29083.88,Own Property
Baltimore,Internet (60 Mbps or More),79.08,Monthly Cost
Baltimore,Monthly Gym Fee (1 Adult),74.67,Monthly Cost
Baltimore,Levis 501 Jeans,40.12,Clothing
Baltimore,Summer Dress in a Chain Store,29,Clothing
Baltimore,Nike Running Shoes,74.99,Clothing
Baltimore,Men Leather Business Shoes,96.67,Clothing
Baltimore,1B Apt in City Centre,1736.36,Rent
Baltimore,1B Apt Outside of Centre,1399.38,Rent
Baltimore,3B Apt in City Centre,3333.33,Rent
Baltimore,3B Apt in Outside of Centre,2383.33,Rent
Baltimore,750 sq ft Apt in City Centre,145710,Own Property
Baltimore,750 sq ft Apt Outside of Centre,125617.5,Own Property
Riverside,Inexpensive Restaurant Meal,18,Dining Out
Riverside,Mid-range Restaurant Meal for 2,80,Dining Out
Riverside,McMeal at McDonalds,12,Dining Out
Riverside,Regular Cappuccino,5.2,Dining Out
Riverside,Milk (1 gallon),3.8,Grocery
Riverside,Eggs (12),4,Grocery
Riverside,Local Cheese (1 lb),5.04,Meat & Cheese
Riverside,Chicken Fillets (1 lb),5.7,Meat & Cheese
Riverside,Beef Round (1 lb),5.66,Meat & Cheese
Riverside,Mid-Range Wine,9,Alcohol & Cigarette
Riverside,Domestic Beer (0.5 L),1.73,Alcohol & Cigarette
Riverside,Imported Beer (12 oz),3,Alcohol & Cigarette
Riverside,Marlboro (20 Pack),10.53,Alcohol & Cigarette
Riverside,Monthly Transit Pass,60,Monthly Cost
Riverside,Gasoline (13.2 gallons),63.49,Monthly Cost
Riverside,Volkswagen Golf 1.4,30000,Own Property
Riverside,Toyota Corolla Sedan,25099.32,Own Property
Riverside,Internet (60 Mbps or More),63.86,Monthly Cost
Riverside,Monthly Gym Fee (1 Adult),30,Monthly Cost
Riverside,Levis 501 Jeans,46.67,Clothing
Riverside,Summer Dress in a Chain Store,32.5,Clothing
Riverside,Nike Running Shoes,74,Clothing
Riverside,Men Leather Business Shoes,85,Clothing
Riverside,1B Apt in City Centre,1885.71,Rent
Riverside,1B Apt Outside of Centre,1640,Rent
Riverside,3B Apt in City Centre,3041.67,Rent
Riverside,3B Apt in Outside of Centre,2560,Rent
Riverside,750 sq ft Apt in City Centre,290002.5,Own Property
Riverside,750 sq ft Apt Outside of Centre,290002.5,Own Property
Charlotte,Inexpensive Restaurant Meal,18,Dining Out
Charlotte,Mid-range Restaurant Meal for 2,80,Dining Out
Charlotte,McMeal at McDonalds,11,Dining Out
Charlotte,Regular Cappuccino,4.98,Dining Out
Charlotte,Milk (1 gallon),3.98,Grocery
Charlotte,Eggs (12),3.94,Grocery
Charlotte,Local Cheese (1 lb),5.68,Meat & Cheese
Charlotte,Chicken Fillets (1 lb),6.38,Meat & Cheese
Charlotte,Beef Round (1 lb),10.05,Meat & Cheese
Charlotte,Mid-Range Wine,15,Alcohol & Cigarette
Charlotte,Domestic Beer (0.5 L),1.73,Alcohol & Cigarette
Charlotte,Imported Beer (12 oz),3.88,Alcohol & Cigarette
Charlotte,Marlboro (20 Pack),8,Alcohol & Cigarette
Charlotte,Monthly Transit Pass,120,Monthly Cost
Charlotte,Gasoline (13.2 gallons),42.5,Monthly Cost
Charlotte,Volkswagen Golf 1.4,34000,Own Property
Charlotte,Toyota Corolla Sedan,24893.65,Own Property
Charlotte,Internet (60 Mbps or More),72.78,Monthly Cost
Charlotte,Monthly Gym Fee (1 Adult),29.8,Monthly Cost
Charlotte,Levis 501 Jeans,59.81,Clothing
Charlotte,Summer Dress in a Chain Store,46.8,Clothing
Charlotte,Nike Running Shoes,107.3,Clothing
Charlotte,Men Leather Business Shoes,129.87,Clothing
Charlotte,1B Apt in City Centre,1983.33,Rent
Charlotte,1B Apt Outside of Centre,1756.31,Rent
Charlotte,3B Apt in City Centre,4328.33,Rent
Charlotte,3B Apt in Outside of Centre,2728.08,Rent
Charlotte,750 sq ft Apt in City Centre,306885,Own Property
Charlotte,750 sq ft Apt Outside of Centre,192945,Own Property
Austin,Inexpensive Restaurant Meal,19,Dining Out
Austin,Mid-range Restaurant Meal for 2,87,Dining Out
Austin,McMeal at McDonalds,10,Dining Out
Austin,Regular Cappuccino,5.42,Dining Out
Austin,Milk (1 gallon),4.02,Grocery
Austin,Eggs (12),3.48,Grocery
Austin,Local Cheese (1 lb),6.32,Meat & Cheese
Austin,Chicken Fillets (1 lb),5.42,Meat & Cheese
Austin,Beef Round (1 lb),6.83,Meat & Cheese
Austin,Mid-Range Wine,15,Alcohol & Cigarette
Austin,Domestic Beer (0.5 L),2.07,Alcohol & Cigarette
Austin,Imported Beer (12 oz),3.68,Alcohol & Cigarette
Austin,Marlboro (20 Pack),8,Alcohol & Cigarette
Austin,Monthly Transit Pass,46.96,Monthly Cost
Austin,Gasoline (13.2 gallons),40.52,Monthly Cost
Austin,Volkswagen Golf 1.4,35639.19,Own Property
Austin,Toyota Corolla Sedan,26102.62,Own Property
Austin,Internet (60 Mbps or More),66.94,Monthly Cost
Austin,Monthly Gym Fee (1 Adult),57.67,Monthly Cost
Austin,Levis 501 Jeans,63.57,Clothing
Austin,Summer Dress in a Chain Store,56.76,Clothing
Austin,Nike Running Shoes,100.11,Clothing
Austin,Men Leather Business Shoes,137.84,Clothing
Austin,1B Apt in City Centre,2422.59,Rent
Austin,1B Apt Outside of Centre,1583.87,Rent
Austin,3B Apt in City Centre,4980.34,Rent
Austin,3B Apt in Outside of Centre,2730.77,Rent
Austin,750 sq ft Apt in City Centre,558480,Own Property
Austin,750 sq ft Apt Outside of Centre,268372.5,Own Property
Tampa,Inexpensive Restaurant Meal,20,Dining Out
Tampa,Mid-range Restaurant Meal for 2,95,Dining Out
Tampa,McMeal at McDonalds,11.1,Dining Out
Tampa,Regular Cappuccino,5.07,Dining Out
Tampa,Milk (1 gallon),4.35,Grocery
Tampa,Eggs (12),4.55,Grocery
Tampa,Local Cheese (1 lb),9.43,Meat & Cheese
Tampa,Chicken Fillets (1 lb),5.14,Meat & Cheese
Tampa,Beef Round (1 lb),8.14,Meat & Cheese
Tampa,Mid-Range Wine,15,Alcohol & Cigarette
Tampa,Domestic Beer (0.5 L),2.29,Alcohol & Cigarette
Tampa,Imported Beer (12 oz),3.56,Alcohol & Cigarette
Tampa,Marlboro (20 Pack),8.85,Alcohol & Cigarette
Tampa,Monthly Transit Pass,70.5,Monthly Cost
Tampa,Gasoline (13.2 gallons),46.46,Monthly Cost
Tampa,Volkswagen Golf 1.4,36050,Own Property
Tampa,Toyota Corolla Sedan,27359.68,Own Property
Tampa,Internet (60 Mbps or More),73.95,Monthly Cost
Tampa,Monthly Gym Fee (1 Adult),30.83,Monthly Cost
Tampa,Levis 501 Jeans,55,Clothing
Tampa,Summer Dress in a Chain Store,44.9,Clothing
Tampa,Nike Running Shoes,104.59,Clothing
Tampa,Men Leather Business Shoes,154.54,Clothing
Tampa,1B Apt in City Centre,2006.14,Rent
Tampa,1B Apt Outside of Centre,1622.38,Rent
Tampa,3B Apt in City Centre,3561.9,Rent
Tampa,3B Apt in Outside of Centre,2630.95,Rent
Tampa,750 sq ft Apt in City Centre,248310,Own Property
Tampa,750 sq ft Apt Outside of Centre,164430,Own Property
St. Louis,Inexpensive Restaurant Meal,20,Dining Out
St. Louis,Mid-range Restaurant Meal for 2,60,Dining Out
St. Louis,McMeal at McDonalds,10,Dining Out
St. Louis,Regular Cappuccino,4.59,Dining Out
St. Louis,Milk (1 gallon),3.38,Grocery
St. Louis,Eggs (12),2.52,Grocery
St. Louis,Local Cheese (1 lb),6.3,Meat & Cheese
St. Louis,Chicken Fillets (1 lb),4.89,Meat & Cheese
St. Louis,Beef Round (1 lb),7.13,Meat & Cheese
St. Louis,Mid-Range Wine,15,Alcohol & Cigarette
St. Louis,Domestic Beer (0.5 L),2.13,Alcohol & Cigarette
St. Louis,Imported Beer (12 oz),3.99,Alcohol & Cigarette
St. Louis,Marlboro (20 Pack),7,Alcohol & Cigarette
St. Louis,Monthly Transit Pass,78,Monthly Cost
St. Louis,Gasoline (13.2 gallons),42.24,Monthly Cost
St. Louis,Volkswagen Golf 1.4,35000,Own Property
St. Louis,Toyota Corolla Sedan,24763.66,Own Property
St. Louis,Internet (60 Mbps or More),63.29,Monthly Cost
St. Louis,Monthly Gym Fee (1 Adult),28.33,Monthly Cost
St. Louis,Levis 501 Jeans,52.73,Clothing
St. Louis,Summer Dress in a Chain Store,46.67,Clothing
St. Louis,Nike Running Shoes,79.18,Clothing
St. Louis,Men Leather Business Shoes,111.12,Clothing
St. Louis,1B Apt in City Centre,1341.1,Rent
St. Louis,1B Apt Outside of Centre,1150.25,Rent
St. Louis,3B Apt in City Centre,2600,Rent
St. Louis,3B Apt in Outside of Centre,2105.56,Rent
St. Louis,750 sq ft Apt in City Centre,246247.5,Own Property
St. Louis,750 sq ft Apt Outside of Centre,203122.5,Own Property
Portland,Inexpensive Restaurant Meal,16.5,Dining Out
Portland,Mid-range Restaurant Meal for 2,95,Dining Out
Portland,McMeal at McDonalds,10,Dining Out
Portland,Regular Cappuccino,5.23,Dining Out
Portland,Milk (1 gallon),4.04,Grocery
Portland,Eggs (12),4.19,Grocery
Portland,Local Cheese (1 lb),6.91,Meat & Cheese
Portland,Chicken Fillets (1 lb),6.2,Meat & Cheese
Portland,Beef Round (1 lb),8.7,Meat & Cheese
Portland,Mid-Range Wine,15,Alcohol & Cigarette
Portland,Domestic Beer (0.5 L),2.11,Alcohol & Cigarette
Portland,Imported Beer (12 oz),3.62,Alcohol & Cigarette
Portland,Marlboro (20 Pack),11,Alcohol & Cigarette
Portland,Monthly Transit Pass,100,Monthly Cost
Portland,Gasoline (13.2 gallons),56.23,Monthly Cost
Portland,Volkswagen Golf 1.4,31000,Own Property
Portland,Toyota Corolla Sedan,26867.4,Own Property
Portland,Internet (60 Mbps or More),73.5,Monthly Cost
Portland,Monthly Gym Fee (1 Adult),43.5,Monthly Cost
Portland,Levis 501 Jeans,58.6,Clothing
Portland,Summer Dress in a Chain Store,48.91,Clothing
Portland,Nike Running Shoes,103.67,Clothing
Portland,Men Leather Business Shoes,117.67,Clothing
Portland,1B Apt in City Centre,1786.54,Rent
Portland,1B Apt Outside of Centre,1476.92,Rent
Portland,3B Apt in City Centre,3242.27,Rent
Portland,3B Apt in Outside of Centre,2538.1,Rent
Portland,750 sq ft Apt in City Centre,292275,Own Property
Portland,750 sq ft Apt Outside of Centre,246217.5,Own Property
Orlando,Inexpensive Restaurant Meal,25,Dining Out
Orlando,Mid-range Restaurant Meal for 2,85,Dining Out
Orlando,McMeal at McDonalds,10,Dining Out
Orlando,Regular Cappuccino,4.91,Dining Out
Orlando,Milk (1 gallon),4.45,Grocery
Orlando,Eggs (12),3.92,Grocery
Orlando,Local Cheese (1 lb),5.13,Meat & Cheese
Orlando,Chicken Fillets (1 lb),5.25,Meat & Cheese
Orlando,Beef Round (1 lb),6.65,Meat & Cheese
Orlando,Mid-Range Wine,15,Alcohol & Cigarette
Orlando,Domestic Beer (0.5 L),1.8,Alcohol & Cigarette
Orlando,Imported Beer (12 oz),3.06,Alcohol & Cigarette
Orlando,Marlboro (20 Pack),8,Alcohol & Cigarette
Orlando,Monthly Transit Pass,50,Monthly Cost
Orlando,Gasoline (13.2 gallons),45.41,Monthly Cost
Orlando,Volkswagen Golf 1.4,26763,Own Property
Orlando,Toyota Corolla Sedan,25182.79,Own Property
Orlando,Internet (60 Mbps or More),74.42,Monthly Cost
Orlando,Monthly Gym Fee (1 Adult),35,Monthly Cost
Orlando,Levis 501 Jeans,46.71,Clothing
Orlando,Summer Dress in a Chain Store,39.83,Clothing
Orlando,Nike Running Shoes,80.41,Clothing
Orlando,Men Leather Business Shoes,113.67,Clothing
Orlando,1B Apt in City Centre,1901,Rent
Orlando,1B Apt Outside of Centre,1740,Rent
Orlando,3B Apt in City Centre,3126.25,Rent
Orlando,3B Apt in Outside of Centre,2602.95,Rent
Orlando,750 sq ft Apt in City Centre,213172.5,Own Property
Orlando,750 sq ft Apt Outside of Centre,164010,Own Property
Nashville,Inexpensive Restaurant Meal,18,Dining Out
Nashville,Mid-range Restaurant Meal for 2,80,Dining Out
Nashville,McMeal at McDonalds,10.25,Dining Out
Nashville,Regular Cappuccino,5.16,Dining Out
Nashville,Milk (1 gallon),4.28,Grocery
Nashville,Eggs (12),2.95,Grocery
Nashville,Local Cheese (1 lb),6.52,Meat & Cheese
Nashville,Chicken Fillets (1 lb),6.64,Meat & Cheese
Nashville,Beef Round (1 lb),7.62,Meat & Cheese
Nashville,Mid-Range Wine,15,Alcohol & Cigarette
Nashville,Domestic Beer (0.5 L),1.86,Alcohol & Cigarette
Nashville,Imported Beer (12 oz),4.47,Alcohol & Cigarette
Nashville,Marlboro (20 Pack),8,Alcohol & Cigarette
Nashville,Monthly Transit Pass,70,Monthly Cost
Nashville,Gasoline (13.2 gallons),43.43,Monthly Cost
Nashville,Volkswagen Golf 1.4,30000,Own Property
Nashville,Toyota Corolla Sedan,26347.89,Own Property
Nashville,Internet (60 Mbps or More),76.06,Monthly Cost
Nashville,Monthly Gym Fee (1 Adult),34.17,Monthly Cost
Nashville,Levis 501 Jeans,54.18,Clothing
Nashville,Summer Dress in a Chain Store,49.12,Clothing
Nashville,Nike Running Shoes,94.27,Clothing
Nashville,Men Leather Business Shoes,129.5,Clothing
Nashville,1B Apt in City Centre,2065,Rent
Nashville,1B Apt Outside of Centre,1582.19,Rent
Nashville,3B Apt in City Centre,3773.53,Rent
Nashville,3B Apt in Outside of Centre,2548.61,Rent
Nashville,750 sq ft Apt in City Centre,250710,Own Property
Nashville,750 sq ft Apt Outside of Centre,225000,Own Property
Cincinnati,Inexpensive Restaurant Meal,13,Dining Out
Cincinnati,Mid-range Restaurant Meal for 2,60,Dining Out
Cincinnati,McMeal at McDonalds,8,Dining Out
Cincinnati,Regular Cappuccino,4.54,Dining Out
Cincinnati,Milk (1 gallon),3.02,Grocery
Cincinnati,Eggs (12),2.69,Grocery
Cincinnati,Local Cheese (1 lb),5.01,Meat & Cheese
Cincinnati,Chicken Fillets (1 lb),5,Meat & Cheese
Cincinnati,Beef Round (1 lb),6.81,Meat & Cheese
Cincinnati,Mid-Range Wine,13.99,Alcohol & Cigarette
Cincinnati,Domestic Beer (0.5 L),2.04,Alcohol & Cigarette
Cincinnati,Imported Beer (12 oz),2.44,Alcohol & Cigarette
Cincinnati,Marlboro (20 Pack),8.79,Alcohol & Cigarette
Cincinnati,Monthly Transit Pass,80,Monthly Cost
Cincinnati,Gasoline (13.2 gallons),45.01,Monthly Cost
Cincinnati,Volkswagen Golf 1.4,35555.82,Own Property
Cincinnati,Toyota Corolla Sedan,24484.08,Own Property
Cincinnati,Internet (60 Mbps or More),61.73,Monthly Cost
Cincinnati,Monthly Gym Fee (1 Adult),28.14,Monthly Cost
Cincinnati,Levis 501 Jeans,44.08,Clothing
Cincinnati,Summer Dress in a Chain Store,48.75,Clothing
Cincinnati,Nike Running Shoes,96.11,Clothing
Cincinnati,Men Leather Business Shoes,108.12,Clothing
Cincinnati,1B Apt in City Centre,1393.33,Rent
Cincinnati,1B Apt Outside of Centre,963.17,Rent
Cincinnati,3B Apt in City Centre,2846.43,Rent
Cincinnati,3B Apt in Outside of Centre,1439.3,Rent
Cincinnati,750 sq ft Apt in City Centre,262740,Own Property
Cincinnati,750 sq ft Apt Outside of Centre,201502.5,Own Property
Indianapolis,Inexpensive Restaurant Meal,25,Dining Out
Indianapolis,Mid-range Restaurant Meal for 2,80,Dining Out
Indianapolis,McMeal at McDonalds,11,Dining Out
Indianapolis,Regular Cappuccino,5.03,Dining Out
Indianapolis,Milk (1 gallon),3.32,Grocery
Indianapolis,Eggs (12),2.44,Grocery
Indianapolis,Local Cheese (1 lb),5,Meat & Cheese
Indianapolis,Chicken Fillets (1 lb),5.24,Meat & Cheese
Indianapolis,Beef Round (1 lb),6.99,Meat & Cheese
Indianapolis,Mid-Range Wine,14,Alcohol & Cigarette
Indianapolis,Domestic Beer (0.5 L),1.73,Alcohol & Cigarette
Indianapolis,Imported Beer (12 oz),2.56,Alcohol & Cigarette
Indianapolis,Marlboro (20 Pack),8,Alcohol & Cigarette
Indianapolis,Monthly Transit Pass,95,Monthly Cost
Indianapolis,Gasoline (13.2 gallons),48.18,Monthly Cost
Indianapolis,Volkswagen Golf 1.4,35000,Own Property
Indianapolis,Toyota Corolla Sedan,24944.15,Own Property
Indianapolis,Internet (60 Mbps or More),81.82,Monthly Cost
Indianapolis,Monthly Gym Fee (1 Adult),47.25,Monthly Cost
Indianapolis,Levis 501 Jeans,61.57,Clothing
Indianapolis,Summer Dress in a Chain Store,52.25,Clothing
Indianapolis,Nike Running Shoes,94,Clothing
Indianapolis,Men Leather Business Shoes,130.67,Clothing
Indianapolis,1B Apt in City Centre,1615.56,Rent
Indianapolis,1B Apt Outside of Centre,1148.33,Rent
Indianapolis,3B Apt in City Centre,2878.57,Rent
Indianapolis,3B Apt in Outside of Centre,2171.43,Rent
Indianapolis,750 sq ft Apt in City Centre,150202.5,Own Property
Indianapolis,750 sq ft Apt Outside of Centre,124492.5,Own Property
Pittsburgh,Inexpensive Restaurant Meal,20,Dining Out
Pittsburgh,Mid-range Restaurant Meal for 2,62.5,Dining Out
Pittsburgh,McMeal at McDonalds,10,Dining Out
Pittsburgh,Regular Cappuccino,4.83,Dining Out
Pittsburgh,Milk (1 gallon),4.45,Grocery
Pittsburgh,Eggs (12),3.09,Grocery
Pittsburgh,Local Cheese (1 lb),5.73,Meat & Cheese
Pittsburgh,Chicken Fillets (1 lb),5.72,Meat & Cheese
Pittsburgh,Beef Round (1 lb),6.33,Meat & Cheese
Pittsburgh,Mid-Range Wine,18,Alcohol & Cigarette
Pittsburgh,Domestic Beer (0.5 L),1.73,Alcohol & Cigarette
Pittsburgh,Imported Beer (12 oz),4.25,Alcohol & Cigarette
Pittsburgh,Marlboro (20 Pack),10.82,Alcohol & Cigarette
Pittsburgh,Monthly Transit Pass,97.5,Monthly Cost
Pittsburgh,Gasoline (13.2 gallons),51.22,Monthly Cost
Pittsburgh,Volkswagen Golf 1.4,30000,Own Property
Pittsburgh,Toyota Corolla Sedan,25953.54,Own Property
Pittsburgh,Internet (60 Mbps or More),67.75,Monthly Cost
Pittsburgh,Monthly Gym Fee (1 Adult),61.67,Monthly Cost
Pittsburgh,Levis 501 Jeans,47.14,Clothing
Pittsburgh,Summer Dress in a Chain Store,52.5,Clothing
Pittsburgh,Nike Running Shoes,79.44,Clothing
Pittsburgh,Men Leather Business Shoes,98.17,Clothing
Pittsburgh,1B Apt in City Centre,1730,Rent
Pittsburgh,1B Apt Outside of Centre,1125.67,Rent
Pittsburgh,3B Apt in City Centre,2775.56,Rent
Pittsburgh,3B Apt in Outside of Centre,1789.17,Rent
Pittsburgh,750 sq ft Apt in City Centre,184725,Own Property
Pittsburgh,750 sq ft Apt Outside of Centre,152017.5,Own Property
Atlanta,Fruits (1 lb),2.09,Grocery
Austin,Fruits (1 lb),1.78,Grocery
Baltimore,Fruits (1 lb),1.56,Grocery
Boston,Fruits (1 lb),2.13,Grocery
Charlotte,Fruits (1 lb),2.24,Grocery
Chicago,Fruits (1 lb),1.9,Grocery
Cincinnati,Fruits (1 lb),1.47,Grocery
Dallas,Fruits (1 lb),1.69,Grocery
Denver,Fruits (1 lb),1.86,Grocery
Detroit,Fruits (1 lb),1.6,Grocery
Houston,Fruits (1 lb),1.4,Grocery
Indianapolis,Fruits (1 lb),1.8,Grocery
Los Angeles,Fruits (1 lb),1.72,Grocery
Miami,Fruits (1 lb),1.9,Grocery
Minneapolis,Fruits (1 lb),1.93,Grocery
Nashville,Fruits (1 lb),1.94,Grocery
New York,Fruits (1 lb),2.2,Grocery
Orlando,Fruits (1 lb),1.98,Grocery
Philadelphia,Fruits (1 lb),1.64,Grocery
Phoenix,Fruits (1 lb),1.53,Grocery
Pittsburgh,Fruits (1 lb),2.32,Grocery
Portland,Fruits (1 lb),1.93,Grocery
Riverside,Fruits (1 lb),1.44,Grocery
San Diego,Fruits (1 lb),1.48,Grocery
San Francisco,Fruits (1 lb),2.32,Grocery
San Jose,Fruits (1 lb),1.85,Grocery
Seattle,Fruits (1 lb),1.82,Grocery
St. Louis,Fruits (1 lb),1.79,Grocery
Tampa,Fruits (1 lb),2.12,Grocery
Washington DC,Fruits (1 lb),1.91,Grocery
Atlanta,Vegetables (1 lb),1.9,Grocery
Austin,Vegetables (1 lb),1.39,Grocery
Baltimore,Vegetables (1 lb),1.51,Grocery
Boston,Vegetables (1 lb),2.12,Grocery
Charlotte,Vegetables (1 lb),1.74,Grocery
Chicago,Vegetables (1 lb),1.59,Grocery
Cincinnati,Vegetables (1 lb),1.55,Grocery
Dallas,Vegetables (1 lb),1.65,Grocery
Denver,Vegetables (1 lb),1.71,Grocery
Detroit,Vegetables (1 lb),1.66,Grocery
Houston,Vegetables (1 lb),1.17,Grocery
Indianapolis,Vegetables (1 lb),1.55,Grocery
Los Angeles,Vegetables (1 lb),1.6,Grocery
Miami,Vegetables (1 lb),1.61,Grocery
Minneapolis,Vegetables (1 lb),1.99,Grocery
Nashville,Vegetables (1 lb),1.74,Grocery
New York,Vegetables (1 lb),2.14,Grocery
Orlando,Vegetables (1 lb),1.5,Grocery
Philadelphia,Vegetables (1 lb),1.82,Grocery
Phoenix,Vegetables (1 lb),1.55,Grocery
Pittsburgh,Vegetables (1 lb),2.18,Grocery
Portland,Vegetables (1 lb),1.73,Grocery
Riverside,Vegetables (1 lb),1.51,Grocery
San Diego,Vegetables (1 lb),1.52,Grocery
San Francisco,Vegetables (1 lb),2.31,Grocery
San Jose,Vegetables (1 lb),2.25,Grocery
Seattle,Vegetables (1 lb),1.9,Grocery
St. Louis,Vegetables (1 lb),1.65,Grocery
Tampa,Vegetables (1 lb),1.99,Grocery
Washington DC,Vegetables (1 lb),1.9,Grocery